Name,Cls,A,B,CDHSi,G,D,CDHSs,CDHS,Inn,Sur
Kepler-102 d,non-habitable,0.5624,0.4376,1.16,0.8733,0.1267,1.5,1.1634,57,60
Kepler-102 e,non-habitable,0.134,0.866,2.22,0.0836,0.9164,2.01,2.2179,55,59
Kepler-102 f,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,65,64
Kepler-105 c,non-habitable,0.8322,0.1678,1.31,0.1535,0.8465,1.84,1.3153,56,55
Kepler-106 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67,79
Kepler-106 c,non-habitable,0.4079,0.5921,2.5,0.6413,0.3587,2.04,2.4954,58,59
Kepler-106 d,non-habitable,0.0,0.0,1.0,0.7667,0.2333,2.89,1.0189,53,69
Kepler-106 e,non-habitable,0.5557,0.4443,2.55,0.8495,0.1505,2.09,2.5454,57,56
Kepler-107 b,non-habitable,0.8706,0.1294,1.58,0.8175,0.1825,1.63,1.5805,61,65
Kepler-107 c,non-habitable,0.9396,0.0604,1.66,0.6977,0.3023,1.75,1.6609,60,71
Kepler-107 d,non-habitable,0.0338,0.9662,1.06,0.3968,0.2101,1.0,1.0594,37,0
Kepler-110 b,non-habitable,0.021,0.979,1.83,0.1003,0.8997,1.99,1.8316,61,43
Kepler-110 c,non-habitable,0.9741,0.0259,2.21,0.8466,0.1534,2.64,2.2143,59,49
Kepler-111 b,non-habitable,0.5925,0.4075,1.58,0.2554,0.7446,1.63,1.5805,50,46
Kepler-112 b,non-habitable,0.3077,0.6923,2.36,0.8029,0.1971,2.97,2.3661,67,61
Kepler-112 c,non-habitable,0.6053,0.3947,2.4,0.4971,0.5029,3.04,2.4064,62,60
Kepler-113 b,non-habitable,0.7235,0.2765,1.81,0.9704,0.0296,2.54,1.8173,54,53
Kepler-113 c,non-habitable,0.3775,0.6225,2.17,0.1237,0.8763,1.99,2.1682,57,62
Kepler-114 b,non-habitable,0.6661,0.3339,1.18,0.588,0.412,2.44,1.1926,42,58
Kepler-114 c,non-habitable,0.5683,0.4317,1.6,0.6638,0.3362,5.0,1.634,59,70
Kepler-114 d,non-habitable,0.7263,0.2737,2.53,0.5531,0.4469,1.38,2.5185,66,28
Kepler-115 b,non-habitable,0.6625,0.3375,1.09,0.4693,0.5307,1.03,1.0894,55,50
Kepler-116 c,non-habitable,0.2936,0.7064,2.3,0.8424,0.1576,2.82,2.3052,61,52
Kepler-118 b,non-habitable,0.2421,0.7579,1.96,0.1804,0.8196,2.2,1.9624,57,63
Kepler-119 c,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,65,60
Kepler-120 b,non-habitable,0.2549,0.7451,2.15,0.5327,0.4673,2.54,2.1539,67,60
Kepler-120 c,non-habitable,0.1925,0.8075,1.52,0.5363,0.4637,1.56,1.5204,54,57
Kepler-121 b,non-habitable,0.3583,0.6417,2.34,0.2871,0.7129,2.92,2.3458,40,56
Kepler-121 c,non-habitable,0.2743,0.7257,2.27,0.2261,0.7739,2.78,2.2751,63,69
Kepler-122 b,non-habitable,0.8529,0.1471,2.34,0.3483,0.6517,2.92,2.3458,60,58
Kepler-122 d,non-habitable,0.9205,0.0795,2.2,0.416,0.584,2.62,2.2042,56,60
Kepler-123 c,non-habitable,0.0026,0.9974,1.48,0.5866,0.4134,1.5,1.4802,43,57
Kepler-124 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,64,70
Kepler-124 c,non-habitable,0.6854,0.3146,1.75,0.8682,0.1318,1.87,1.7512,56,57
Kepler-124 d,non-habitable,0.3262,0.6738,1.11,0.0314,0.9686,1.05,1.1094,39,56
Kepler-125 b,non-habitable,0.1923,0.8077,2.36,0.2339,0.7661,2.97,2.3661,64,63
Kepler-125 c,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,78,77
Kepler-126 b,non-habitable,0.8941,0.1059,1.44,0.9239,0.0761,1.44,1.44,48,57
Kepler-126 c,non-habitable,0.5562,0.4438,1.5,0.6198,0.3802,1.52,1.5002,56,55
Kepler-127 b,non-habitable,0.1094,0.8906,1.52,0.9358,0.0642,1.56,1.5204,52,58
Kepler-127 c,non-habitable,0.4233,0.5767,2.39,0.5273,0.4727,3.02,2.3963,72,63
Kepler-128 b,non-habitable,0.8304,0.1696,1.13,0.155,0.845,5.14,1.1701,50,61
Kepler-128 c,non-habitable,0.9479,0.0521,1.13,0.9217,0.0783,5.41,1.1728,61,63
Kepler-129 b,non-habitable,0.9315,0.0685,2.41,0.3412,0.6588,3.06,2.4165,55,49
Kepler-130 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60,60
Kepler-130 d,non-habitable,0.8992,0.1008,1.31,0.4872,0.5128,1.29,1.3098,54,50
Kepler-131 b,non-habitable,0.2032,0.7968,2.41,0.1056,0.8944,2.59,2.4118,50,53
Kepler-131 c,non-habitable,0.0,0.0,1.0,0.4995,0.5005,3.14,1.0214,62,64
Kepler-132 b,non-habitable,0.3329,0.6671,1.21,0.8099,0.1901,1.17,1.2096,48,48
Kepler-132 c,non-habitable,0.7069,0.2931,1.28,0.0359,0.9641,1.25,1.2797,45,51
Kepler-132 d,non-habitable,0.9727,0.0273,1.55,0.29,0.71,1.59,1.5504,52,43
Kepler-133 b,non-habitable,0.8103,0.1897,1.76,0.8733,0.1267,1.89,1.7613,64,53
Kepler-134 b,non-habitable,0.0466,0.9534,1.99,0.8027,0.1973,2.26,1.9927,55,65
Kepler-134 c,non-habitable,0.9844,0.0156,1.25,0.5446,0.4554,1.22,1.2497,49,46
Kepler-135 b,non-habitable,0.7307,0.2693,1.8,0.7581,0.2419,1.95,1.8015,60,71
Kepler-135 c,non-habitable,0.5897,0.4103,1.15,0.9751,0.0248,1.1,1.1495,56,47
Kepler-136 b,non-habitable,0.2393,0.7607,2.05,0.3715,0.6285,2.36,2.0531,55,72
Kepler-136 c,non-habitable,0.5739,0.4261,1.99,0.2574,0.7426,2.26,1.9927,63,66
Kepler-137 b,non-habitable,0.2727,0.7273,1.47,0.0396,0.9604,1.48,1.4701,28,62
Kepler-137 c,non-habitable,0.3849,0.6151,1.88,0.965,0.035,2.08,1.882,57,61
Kepler-138 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,71,71
Kepler-138 c,non-habitable,0.2055,0.7945,1.61,0.0,0.0,1.0,1.6039,60,67
Kepler-138 d,non-habitable,0.2117,0.7883,1.61,0.0,0.0,1.0,1.6039,48,75
Kepler-140 b,non-habitable,0.3748,0.6252,1.61,0.3772,0.6228,1.68,1.6107,48,55
Kepler-140 c,non-habitable,0.1357,0.8643,1.8,0.2937,0.7063,1.95,1.8015,32,50
Kepler-141 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,72,67
Kepler-141 c,non-habitable,0.5763,0.4237,1.41,0.2322,0.7678,1.41,1.41,58,40
Kepler-142 b,non-habitable,0.0725,0.9275,1.99,0.2234,0.7766,2.26,1.9927,67,57
Kepler-142 d,non-habitable,0.5713,0.4287,2.16,0.7536,0.2464,2.56,2.164,59,60
Kepler-143 b,non-habitable,0.7616,0.2384,2.41,0.7336,0.2664,3.07,2.4166,64,68
Kepler-144 b,non-habitable,0.8828,0.1172,1.33,0.2662,0.7338,1.31,1.3298,53,51
Kepler-144 c,non-habitable,0.6958,0.3041,1.34,0.9788,0.0212,1.33,1.3399,68,48
Kepler-145 b,non-habitable,0.595,0.405,2.55,0.472,0.528,3.67,2.5612,69,59
Kepler-145 c,non-habitable,0.7916,0.2084,3.92,0.5242,0.4758,4.36,3.9244,70,65
Kepler-147 b,non-habitable,0.8848,0.1152,1.52,0.8153,0.1847,1.56,1.5204,49,55
Kepler-147 c,non-habitable,0.7724,0.2276,2.43,0.1331,0.8669,3.12,2.4369,54,68
Kepler-148 b,non-habitable,0.799,0.201,1.8,0.2298,0.7702,1.95,1.8015,41,64
Kepler-149 c,non-habitable,0.8651,0.1349,1.61,0.615,0.385,1.68,1.6107,57,74
Kepler-150 b,non-habitable,0.7353,0.2647,1.25,0.2883,0.7117,1.22,1.2497,40,46
Kepler-151 c,non-habitable,0.4789,0.5211,2.08,0.3257,0.6743,2.41,2.0833,49,64
Kepler-152 c,non-habitable,0.496,0.504,2.39,0.5505,0.4495,3.02,2.3963,59,53
Kepler-154 b,non-habitable,0.7169,0.2831,2.26,0.5978,0.4022,2.76,2.265,59,60
Kepler-154 e,non-habitable,0.961,0.039,1.5,0.4407,0.5593,1.53,1.5003,54,35
Kepler-154 f,non-habitable,0.2035,0.7965,1.5,0.8944,0.1056,1.53,1.5003,49,55
Kepler-155 b,non-habitable,0.3445,0.6555,2.08,0.0164,0.9836,2.41,2.0833,60,59
Kepler-155 c,non-habitable,0.4236,0.5764,2.24,0.4404,0.5596,2.71,2.2447,59,67
Kepler-156 b,non-habitable,0.7471,0.2529,2.3,0.386,0.614,2.82,2.3052,69,64
Kepler-157 b,non-habitable,0.1081,0.8919,1.32,0.1947,0.8053,1.3,1.3198,54,59
Kepler-157 c,non-habitable,0.4538,0.5462,2.24,0.1304,0.8695,2.71,2.2447,55,54
Kepler-158 b,non-habitable,0.9526,0.0474,2.12,0.8407,0.1593,2.48,2.1236,51,59
Kepler-158 c,non-habitable,0.0764,0.9236,1.9,0.8791,0.1209,2.11,1.9021,41,62
Kepler-159 b,non-habitable,0.6976,0.3024,2.37,0.577,0.423,2.99,2.3762,46,63
Kepler-160 b,non-habitable,0.8229,0.1771,1.53,0.6941,0.3059,1.57,1.5304,58,61
Kepler-161 b,non-habitable,0.5131,0.4869,2.12,0.7785,0.2215,2.48,2.1236,58,62
Kepler-161 c,non-habitable,0.3389,0.6611,2.05,0.7438,0.2562,2.36,2.0531,55,55
Kepler-162 b,non-habitable,0.7909,0.2091,1.25,0.7319,0.2681,1.22,1.2497,38,57
Kepler-163 b,non-habitable,0.1791,0.8209,1.05,0.0,0.0,1.0,1.0495,40,46
Kepler-163 c,non-habitable,0.9361,0.0639,2.26,0.9536,0.0464,2.76,2.265,61,69
Kepler-164 b,non-habitable,0.2423,0.7577,1.41,0.1141,0.8859,1.41,1.41,57,57
Kepler-164 d,non-habitable,0.6805,0.3195,2.45,0.2323,0.7677,3.17,2.4572,60,70
Kepler-165 b,non-habitable,0.3022,0.6978,2.32,0.2001,0.7999,2.87,2.3255,51,69
Kepler-165 c,non-habitable,0.1581,0.8419,2.23,0.836,0.164,2.69,2.2346,58,59
Kepler-166 b,non-habitable,0.7828,0.2172,2.27,0.1567,0.8433,2.78,2.2751,67,69
Kepler-166 c,non-habitable,0.9946,0.0054,2.37,0.1997,0.8003,2.99,2.3762,52,63
Kepler-167 b,non-habitable,0.4838,0.5162,1.44,0.7464,0.2536,1.45,1.4401,57,60
Kepler-167 c,non-habitable,0.5267,0.4733,1.37,0.7044,0.2956,1.35,1.3698,54,62
Kepler-167 d,non-habitable,0.8041,0.1959,1.19,0.6167,0.3833,1.26,1.1907,59,49
Kepler-168 b,non-habitable,0.3745,0.6255,1.46,0.783,0.217,1.47,1.4601,48,57
Kepler-169 b,non-habitable,0.0915,0.9085,1.13,0.9489,0.0511,1.08,1.1295,45,47
Kepler-169 c,non-habitable,0.2363,0.7637,1.21,0.0395,0.9605,1.17,1.2096,56,50
Kepler-169 d,non-habitable,0.6084,0.3916,1.25,0.767,0.233,1.22,1.2497,47,62
Kepler-169 e,non-habitable,0.4841,0.5159,2.2,0.7251,0.2749,2.62,2.2042,65,67
Kepler-171 b,non-habitable,0.7548,0.2452,2.34,0.6273,0.3727,2.92,2.3458,65,63
Kepler-171 d,non-habitable,0.5372,0.4628,1.89,0.1631,0.8369,2.09,1.892,52,52
Kepler-172 b,non-habitable,0.9308,0.0692,2.35,0.3321,0.6679,2.94,2.3559,56,64
Kepler-172 d,non-habitable,0.3695,0.6305,2.25,0.1168,0.8832,2.73,2.2548,45,48
Kepler-173 b,non-habitable,0.9738,0.0262,1.29,0.8609,0.1391,1.26,1.2897,59,51
Kepler-173 c,non-habitable,0.9862,0.0138,2.43,0.6757,0.3243,3.12,2.4369,57,63
Kepler-174 b,non-habitable,0.2054,0.7946,1.96,0.2506,0.7494,2.2,1.9624,50,52
Kepler-174 c,non-habitable,0.8954,0.1046,1.49,0.0546,0.9454,1.51,1.4902,41,53
Kepler-174 d,psychroplanet,0.9391,0.0609,2.18,0.0882,0.9118,2.6,2.1842,59,62
Kepler-176 b,non-habitable,0.8364,0.1636,1.43,0.3203,0.6797,1.44,1.4301,61,51
Kepler-179 b,non-habitable,0.5203,0.4797,1.64,0.9305,0.0695,1.71,1.6407,59,53
Kepler-179 c,non-habitable,0.8544,0.1456,1.99,0.8666,0.1334,2.26,1.9927,62,49
Kepler-180 b,non-habitable,0.3727,0.6273,1.5,0.0376,0.9624,1.53,1.5003,43,47
Kepler-181 b,non-habitable,0.0079,0.9921,1.27,0.2611,0.7389,1.23,1.2696,54,58
Kepler-181 c,non-habitable,0.2361,0.7639,1.99,0.1638,0.8362,2.26,1.9927,60,59
Kepler-183 b,non-habitable,0.9575,0.0425,2.06,0.3413,0.6587,2.37,2.0631,62,66
Kepler-183 c,non-habitable,0.9154,0.0846,2.27,0.8528,0.1472,2.78,2.2751,69,62
Kepler-184 b,non-habitable,0.0632,0.9368,2.36,0.2267,0.7733,2.97,2.3661,47,62
Kepler-184 c,non-habitable,0.827,0.173,1.97,0.8212,0.1788,2.22,1.9725,59,58
Kepler-184 d,non-habitable,0.2722,0.7278,2.49,0.228,0.772,3.25,2.4976,75,68
Kepler-185 b,non-habitable,0.2586,0.7414,1.16,0.5716,0.4284,1.11,1.1595,51,48
Kepler-185 c,non-habitable,0.0969,0.9031,2.02,0.1716,0.8284,2.3,2.0228,49,60
Kepler-186 b,non-habitable,0.9885,0.0115,1.14,0.5841,0.4159,1.09,1.1395,38,49
Kepler-186 c,non-habitable,0.9322,0.0678,1.34,0.7758,0.2242,1.33,1.3399,53,53
Kepler-186 d,non-habitable,0.5616,0.4384,1.56,0.6569,0.3431,1.6,1.5604,55,50
Kepler-186 e,non-habitable,0.0595,0.9404,1.33,0.9031,0.0969,1.31,1.3298,60,54
Kepler-186 f,hypopsychroplanet,0.0732,0.9268,1.17,0.7408,0.2592,1.12,1.1695,46,51
Kepler-187 b,non-habitable,0.7822,0.2178,1.41,0.1824,0.8176,1.41,1.41,51,48
Kepler-188 b,non-habitable,0.4737,0.5263,1.68,0.6901,0.3099,1.77,1.6809,62,52
Kepler-189 b,non-habitable,0.6652,0.3348,1.21,0.7773,0.2227,1.17,1.2096,50,53
Kepler-189 c,non-habitable,0.3849,0.6151,2.37,0.5522,0.4478,2.99,2.3762,38,60
Kepler-190 b,non-habitable,0.1958,0.8042,1.56,0.5359,0.4641,1.6,1.5604,58,60
Kepler-190 c,non-habitable,0.8553,0.1447,1.46,0.8065,0.1935,1.47,1.4601,53,58
Kepler-191 b,non-habitable,0.0965,0.9034,1.34,0.4186,0.5814,1.33,1.3399,52,57
Kepler-191 c,non-habitable,0.9701,0.0299,1.86,0.1229,0.8771,2.04,1.8618,61,70
Kepler-191 d,non-habitable,0.6235,0.3765,2.27,0.2839,0.7161,2.78,2.2751,66,44
Kepler-193 b,non-habitable,0.6798,0.3202,2.39,0.7299,0.2701,3.02,2.3963,73,72
Kepler-194 b,non-habitable,0.0628,0.9372,1.51,0.1949,0.8051,1.54,1.5103,55,57
Kepler-194 d,non-habitable,0.6213,0.3787,2.4,0.5851,0.4149,3.04,2.4064,55,64
Kepler-195 b,non-habitable,0.391,0.609,2.03,0.335,0.665,2.32,2.0329,54,57
Kepler-195 c,non-habitable,0.0989,0.9011,1.55,0.7677,0.2323,1.59,1.5504,57,64
Kepler-196 b,non-habitable,0.587,0.413,1.9,0.9097,0.0903,2.11,1.9021,37,62
Kepler-196 c,non-habitable,0.5238,0.4762,2.24,0.0828,0.9172,2.71,2.2447,59,66
Kepler-197 b,non-habitable,0.9095,0.0905,1.06,0.0007,0.6186,1.0,1.0594,52,0
Kepler-197 c,non-habitable,0.0513,0.9487,1.21,0.588,0.412,2.12,1.2191,55,61
Kepler-197 d,non-habitable,0.6435,0.3565,1.24,0.0653,0.9347,1.21,1.2397,62,48
Kepler-197 e,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60,62
Kepler-198 c,non-habitable,0.2772,0.7228,2.46,0.3147,0.6853,3.2,2.4674,70,61
Kepler-198 d,non-habitable,0.9233,0.0767,1.52,0.4002,0.5998,1.56,1.5204,50,57
Kepler-200 b,non-habitable,0.5507,0.4493,2.13,0.5103,0.4897,2.5,2.1337,66,68
Kepler-200 c,non-habitable,0.0178,0.9822,1.59,0.2307,0.7693,1.65,1.5906,61,67
Kepler-201 b,non-habitable,0.1325,0.8675,2.45,0.535,0.465,3.17,2.4572,53,59
Kepler-202 b,non-habitable,0.0546,0.9454,1.62,0.7736,0.2264,1.69,1.6207,54,60
Kepler-202 c,non-habitable,0.0121,0.9879,1.85,0.6934,0.3066,2.02,1.8517,49,61
Kepler-203 c,non-habitable,0.3919,0.6081,2.46,0.8392,0.1608,3.2,2.4674,77,66
Kepler-203 d,non-habitable,0.4278,0.5722,1.43,0.5418,0.4582,1.44,1.4301,64,51
Kepler-204 c,non-habitable,0.8454,0.1546,1.79,0.1197,0.8803,1.94,1.7915,50,53
Kepler-205 b,non-habitable,0.1159,0.8841,1.51,0.9295,0.0705,1.54,1.5103,51,59
Kepler-205 c,non-habitable,0.9779,0.0221,1.64,0.4149,0.5851,1.71,1.6407,58,54
Kepler-206 b,non-habitable,0.1692,0.8308,1.2,0.106,0.894,1.15,1.1995,51,41
Kepler-206 c,non-habitable,0.6908,0.3092,1.77,0.4233,0.5767,1.9,1.7713,55,55
Kepler-206 d,non-habitable,0.404,0.596,1.19,0.1829,0.8171,1.14,1.1895,56,43
Kepler-207 b,non-habitable,0.804,0.196,1.57,0.5814,0.4186,1.62,1.5705,54,56
Kepler-207 c,non-habitable,0.8214,0.1786,1.5,0.3446,0.6554,1.53,1.5003,58,57
Kepler-208 b,non-habitable,0.4795,0.5205,1.62,0.4237,0.5763,1.69,1.6207,53,56
Kepler-208 c,non-habitable,0.3517,0.6483,1.39,0.2457,0.7543,1.38,1.3899,48,38
Kepler-208 d,non-habitable,0.5216,0.4784,1.2,0.3653,0.6347,1.15,1.1995,49,51
Kepler-208 e,non-habitable,0.854,0.146,1.48,0.2617,0.7383,1.5,1.4802,55,54
Kepler-209 b,non-habitable,0.9281,0.0719,2.26,0.7731,0.2269,2.76,2.265,51,55
Kepler-211 b,non-habitable,0.54,0.46,1.25,0.0055,0.9945,1.22,1.2497,57,53
Kepler-211 c,non-habitable,0.8265,0.1735,1.29,0.8787,0.1213,1.26,1.2897,60,44
Kepler-212 b,non-habitable,0.6182,0.3818,1.09,0.1647,0.8353,1.03,1.0894,52,47
Kepler-213 b,non-habitable,0.5575,0.4425,1.62,0.5745,0.4255,1.69,1.6207,61,61
Kepler-213 c,non-habitable,0.6445,0.3555,2.34,0.9453,0.0547,2.92,2.3458,49,45
Kepler-214 c,non-habitable,0.4805,0.5195,2.13,0.5974,0.4026,2.5,2.1337,63,57
Kepler-215 b,non-habitable,0.7075,0.2925,1.62,0.1428,0.8572,1.69,1.6207,62,61
Kepler-215 c,non-habitable,0.0373,0.9627,1.77,0.2497,0.7503,1.9,1.7713,65,56
Kepler-215 d,non-habitable,0.8636,0.1364,2.39,0.0637,0.9363,3.02,2.3963,53,72
Kepler-215 e,non-habitable,0.4249,0.5751,1.75,0.9923,0.0077,1.87,1.7512,51,64
Kepler-216 b,non-habitable,0.7423,0.2577,2.35,0.2422,0.7578,2.94,2.3559,75,50
Kepler-217 b,non-habitable,0.9481,0.0519,2.23,0.4201,0.5799,2.69,2.2346,64,66
Kepler-217 c,non-habitable,0.4268,0.5732,1.85,0.6333,0.3666,2.02,1.8517,53,54
Kepler-218 b,non-habitable,0.341,0.659,1.48,0.105,0.895,1.5,1.4802,59,60
Kepler-220 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,64,67
Kepler-220 c,non-habitable,0.8118,0.1882,1.57,0.8838,0.1162,1.62,1.5705,48,62
Kepler-220 d,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,51,68
Kepler-220 e,non-habitable,0.5213,0.4787,1.33,0.2,0.8,1.31,1.3298,43,40
Kepler-221 b,non-habitable,0.5565,0.4435,1.71,0.2014,0.7986,1.82,1.7111,57,66
Kepler-223 b,non-habitable,0.2701,0.7299,1.69,0.9327,0.0673,1.79,1.691,58,52
Kepler-223 c,non-habitable,0.5778,0.4222,1.99,0.0358,0.9642,2.26,1.9927,42,59
Kepler-223 e,non-habitable,0.7278,0.2722,2.4,0.4698,0.5302,3.04,2.4064,63,60
Kepler-224 b,non-habitable,0.7259,0.2741,1.39,0.4781,0.5219,1.38,1.3899,54,49
Kepler-224 d,non-habitable,0.4416,0.5584,2.3,0.3852,0.6148,2.82,2.3052,67,66
Kepler-224 e,non-habitable,0.9451,0.0549,1.97,0.1502,0.8498,2.22,1.9725,59,57
Kepler-225 b,non-habitable,0.5421,0.4579,1.2,0.7947,0.2053,1.15,1.1995,45,60
Kepler-225 c,non-habitable,0.1768,0.8232,1.84,0.0764,0.9236,2.0,1.8416,60,32
Kepler-226 b,non-habitable,0.1481,0.8519,1.55,0.1316,0.8684,1.59,1.5504,56,62
Kepler-226 c,non-habitable,0.8009,0.1991,2.27,0.3498,0.6502,2.78,2.2751,72,62
Kepler-226 d,non-habitable,0.8608,0.1392,1.22,0.8021,0.1979,1.18,1.2196,61,41
Kepler-228 b,non-habitable,0.1353,0.8647,1.52,0.8354,0.1646,1.56,1.5204,47,45
Kepler-229 b,non-habitable,0.8769,0.1231,2.2,0.481,0.519,2.62,2.2042,71,64
Kepler-230 c,non-habitable,0.0696,0.9304,2.04,0.8749,0.1251,2.34,2.043,52,59
Kepler-231 b,non-habitable,0.1148,0.8852,1.72,0.4857,0.5143,1.84,1.7212,67,50
Kepler-231 c,non-habitable,0.0536,0.9464,1.93,0.253,0.747,2.15,1.9322,57,59
Kepler-233 b,non-habitable,0.4672,0.5328,2.43,0.7365,0.2635,3.12,2.4369,57,64
Kepler-235 b,non-habitable,0.9481,0.0519,2.23,0.0101,0.9899,2.69,2.2346,49,58
Kepler-235 c,non-habitable,0.1954,0.8046,1.28,0.1646,0.8354,1.25,1.2797,42,48
Kepler-235 d,non-habitable,0.1481,0.8519,2.05,0.5994,0.4006,2.36,2.0531,48,65
Kepler-235 e,non-habitable,0.443,0.557,2.22,0.3997,0.6003,2.67,2.2245,60,66
Kepler-236 b,non-habitable,0.8182,0.1818,1.57,0.8105,0.1895,1.62,1.5705,47,49
Kepler-236 c,non-habitable,0.7012,0.2988,1.99,0.0493,0.9507,2.26,1.9927,59,62
Kepler-237 b,non-habitable,0.0111,0.9889,1.41,0.4203,0.5797,1.41,1.41,51,49
Kepler-237 c,non-habitable,0.8295,0.1705,2.08,0.2782,0.7218,2.41,2.0833,52,62
Kepler-238 b,non-habitable,0.4142,0.5858,1.72,0.8827,0.1173,1.84,1.7212,57,63
Kepler-238 c,non-habitable,0.0037,0.9963,2.39,0.7554,0.2446,3.02,2.3963,58,60
Kepler-238 f,non-habitable,0.4286,0.5714,2.0,0.2258,0.7742,2.98,2.0098,60,66
Kepler-239 b,non-habitable,0.9656,0.0344,2.33,0.6256,0.3744,2.89,2.3356,69,70
